# ID(s) interactor A,ID(s) interactor B,Alt. ID(s) interactor A,Alt. ID(s) interactor B,Alias(es) interactor A,Alias(es) interactor B,Interaction detection method(s),Publication 1st author(s),Publication Identifier(s),Taxid interactor A,Taxid interactor B,Interaction type(s),Source database(s),Interaction identifier(s),Confidence value(s)
uniprotkb:Q96331,uniprotkb:A0A088QCP6,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:A0A088QCP6|intact:EBI-9839610,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:a0a088qcp6_9pezi(display_short)|uniprotkb:OEC117(gene name)|IntAct:OEC117(author assigned name),"psi-mi:""MI:1112""(two hybrid prey pooling approach)",Weßling R. et al.(2014),intact:EBI-9827595|pubmed:25211078|imex:IM-23163,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")",taxid:62715(golovinomyces orontii)|taxid:62715(golovinomyces orontii),"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-9840721|imex:IM-23163-257,intact-miscore:0.49
uniprotkb:Q96331,uniprotkb:Q9SIH8,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9SIH8|intact:EBI-4431226,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q9sih8_arath(display_short)|uniprotkb:At2g38830(locus name)|IntAct:AT2G38830(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4527544|imex:IM-16043-5693,intact-miscore:0.37
uniprotkb:Q84TF2,uniprotkb:Q96331,intact:EBI-4426436|uniprotkb:Q84TF2,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q84tf2_arath(display_short)|IntAct:AT3G54826(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4495224|imex:IM-16043-1653,intact-miscore:0.37
uniprotkb:Q84W03,uniprotkb:Q96331,uniprotkb:Q84W03|intact:EBI-4477447,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q84w03_arath(display_short)|uniprotkb:At4g15270(locus name)|IntAct:AT4G15270(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4495400|imex:IM-16043-1675,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q8GW89,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q8GW89|intact:EBI-4451478|ensemblplants:AT1G71865.1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q8gw89_arath(display_short)|uniprotkb:At1g71865(locus name)|IntAct:AT1G71865(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4496360|imex:IM-16043-1795,intact-miscore:0.37
uniprotkb:Q8GX41,uniprotkb:Q96331,uniprotkb:Q8GX41|intact:EBI-4477508,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q8gx41_arath(display_short)|uniprotkb:At1g56680/F25P12_8(locus name)|IntAct:AT1G56680(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4496864|imex:IM-16043-1858,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q93XY0,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q93XY0|intact:EBI-4427530,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q93xy0_arath(display_short)|uniprotkb:At2g32160/F22D22.9(locus name)|IntAct:AT2G32160(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4506416|imex:IM-16043-3052,intact-miscore:0.37
uniprotkb:Q93ZC6,uniprotkb:Q96331,uniprotkb:Q93ZC6|intact:EBI-4472556|ensemblplants:AT4G31875.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q93zc6_arath(display_short)|uniprotkb:At4g31875(locus name)|IntAct:AT4G31875(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4506784|imex:IM-16043-3098,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q94AA8,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q94AA8|intact:EBI-4433569,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q94aa8_arath(display_short)|uniprotkb:At5g63200(locus name)|IntAct:AT5G63200(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4508464|imex:IM-16043-3308,intact-miscore:0.37
uniprotkb:Q94BU7,uniprotkb:Q96331,uniprotkb:Q94BU7|intact:EBI-4438244,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q94bu7_arath(display_short)|IntAct:AT3G10970(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4509536|imex:IM-16043-3442,intact-miscore:0.37
uniprotkb:Q5XF35,uniprotkb:Q96331,uniprotkb:Q5XF35|intact:EBI-4431773|ensemblplants:AT4G39820.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q5xf35_arath(display_short)|uniprotkb:TRAPPC12(gene name)|uniprotkb:At4g39820(locus name)|uniprotkb:T5J17.8(orf name)|IntAct:AT4G39820(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4492456|imex:IM-16043-1307,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q6NNH1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,ensemblplants:AT1G13520.1|intact:EBI-4430836|uniprotkb:Q6NNH1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q6nnh1_arath(display_short)|uniprotkb:F13B4_3(orf name)|uniprotkb:At1g13520(locus name)|uniprotkb:F13B4.3(orf name)|IntAct:AT1G13520(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4493320|imex:IM-16043-1415,intact-miscore:0.37
uniprotkb:Q8VZL1,uniprotkb:Q96331,uniprotkb:Q8VZL1|intact:EBI-4471413|ensemblplants:AT5G13260.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q8vzl1_arath(display_short)|uniprotkb:T31B5_80(orf name)|uniprotkb:T31B5.80(orf name)|uniprotkb:At5g13260(locus name)|IntAct:AT5G13260(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4504736|imex:IM-16043-2842,intact-miscore:0.37
uniprotkb:Q9C5J5,uniprotkb:Q96331,uniprotkb:Q9C5J5|intact:EBI-4458581|ensemblplants:AT1G19010.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q9c5j5_arath(display_short)|uniprotkb:At1g19010(locus name)|uniprotkb:F14D16_16(orf name)|uniprotkb:F14D16.16(orf name)|IntAct:AT1G19010(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4511840|imex:IM-16043-3730,intact-miscore:0.37
