# ID(s) interactor A,ID(s) interactor B,Alt. ID(s) interactor A,Alt. ID(s) interactor B,Alias(es) interactor A,Alias(es) interactor B,Interaction detection method(s),Publication 1st author(s),Publication Identifier(s),Taxid interactor A,Taxid interactor B,Interaction type(s),Source database(s),Interaction identifier(s),Confidence value(s)
uniprotkb:O22230,uniprotkb:Q9LU68,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q94JU7|uniprotkb:Q56Y02|ensemblplants:AT5G57180.2|intact:EBI-4435051|uniprotkb:Q9LU68,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:cia2_arath(display_short)|psi-mi:Protein CHLOROPLAST IMPORT APPARATUS 2(display_long)|uniprotkb:MUL3.13(orf name)|uniprotkb:At5g57180(locus name)|uniprotkb:CIA2(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15404627|imex:IM-25740-8074,intact-miscore:0.37
uniprotkb:O22230,uniprotkb:Q93Z00,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q9SN76|ensemblplants:AT3G47620.1|intact:EBI-4424563|uniprotkb:Q93Z00,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp14_arath(display_short)|psi-mi:Transcription factor TCP14(display_long)|uniprotkb:F1P2.170(orf name)|uniprotkb:At3g47620(locus name)|uniprotkb:TCP14(gene name),"psi-mi:""MI:0397""(two hybrid array)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15387214|imex:IM-25740-5280,intact-miscore:0.56
uniprotkb:Q38840,uniprotkb:O22230,uniprotkb:Q9ZQ50|ensemblplants:AT2G22630.1|ensemblplants:AT2G22630.2|intact:EBI-622087|uniprotkb:Q38840,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,psi-mi:agl17_arath(display_short)|psi-mi:Agamous-like MADS-box protein AGL17(display_long)|uniprotkb:At2g22630(locus name)|uniprotkb:T9I22.7(orf name)|uniprotkb:AGL17(gene name),psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15363188|imex:IM-25740-2176,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:O64647,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,ensemblplants:AT2G45680.1|intact:EBI-9838721|uniprotkb:O64647,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp9_arath(display_short)|psi-mi:Transcription factor TCP9(display_long)|uniprotkb:F17K2.21(orf name)|uniprotkb:At2g45680(locus name)|uniprotkb:TCP9(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15357374|imex:IM-25740-1218,intact-miscore:0.56
uniprotkb:O22230,uniprotkb:Q9SDW0,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,ensemblplants:AT5G01380.1|intact:EBI-9348720|uniprotkb:Q9SDW0,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tgt3a_arath(display_short)|psi-mi:Trihelix transcription factor GT-3a(display_long)|uniprotkb:GT3A(gene name synonym)|uniprotkb:Trihelix DNA-binding protein GT-3a(gene name synonym)|uniprotkb:T10O8.90(orf name)|uniprotkb:At5g01380(locus name)|uniprotkb:GT-3A(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15352502|imex:IM-25740-412,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:Q9LJG8,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,ensemblplants:AT3G14180.1|intact:EBI-4427947|uniprotkb:Q9LJG8,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:asil2_arath(display_short)|psi-mi:Trihelix transcription factor ASIL2(display_long)|uniprotkb:6B-interacting protein 1-like 2(gene name synonym)|uniprotkb:Trihelix DNA-binding protein ASIL2(gene name synonym)|uniprotkb:MAG2.16(orf name)|uniprotkb:At3g14180(locus name)|uniprotkb:ASIL2(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15365146|imex:IM-25740-2497,intact-miscore:0.37
uniprotkb:O82277,uniprotkb:O22230,ensemblplants:AT2G31070.1|intact:EBI-3133327|uniprotkb:O82277,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,psi-mi:tcp10_arath(display_short)|psi-mi:Transcription factor TCP10(display_long)|uniprotkb:T16B12.12(orf name)|uniprotkb:At2g31070(locus name)|uniprotkb:TCP10(gene name),psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15367174|imex:IM-25740-2828,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:Q9SDW0,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,ensemblplants:AT5G01380.1|intact:EBI-9348720|uniprotkb:Q9SDW0,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tgt3a_arath(display_short)|psi-mi:Trihelix transcription factor GT-3a(display_long)|uniprotkb:GT3A(gene name synonym)|uniprotkb:Trihelix DNA-binding protein GT-3a(gene name synonym)|uniprotkb:T10O8.90(orf name)|uniprotkb:At5g01380(locus name)|uniprotkb:GT-3A(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16386729|imex:IM-25740-20577,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:Q9LXU1,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,ensemblplants:AT5G12980.1|intact:EBI-15193025|uniprotkb:Q9LXU1,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:q9lxu1_arath(display_short)|uniprotkb:PIM1(gene name synonym)|uniprotkb:T24H18.150(orf name)|uniprotkb:T24H18_150(orf name)|uniprotkb:At5g12980(locus name)|uniprotkb:NOT9B(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16391021|imex:IM-25740-21280,intact-miscore:0.49
uniprotkb:Q38840,uniprotkb:O22230,uniprotkb:Q9ZQ50|ensemblplants:AT2G22630.1|ensemblplants:AT2G22630.2|intact:EBI-622087|uniprotkb:Q38840,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,psi-mi:agl17_arath(display_short)|psi-mi:Agamous-like MADS-box protein AGL17(display_long)|uniprotkb:At2g22630(locus name)|uniprotkb:T9I22.7(orf name)|uniprotkb:AGL17(gene name),psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16380995|imex:IM-25740-19635,intact-miscore:0.49
uniprotkb:O82277,uniprotkb:O22230,ensemblplants:AT2G31070.1|intact:EBI-3133327|uniprotkb:O82277,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,psi-mi:tcp10_arath(display_short)|psi-mi:Transcription factor TCP10(display_long)|uniprotkb:T16B12.12(orf name)|uniprotkb:At2g31070(locus name)|uniprotkb:TCP10(gene name),psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16387834|imex:IM-25740-20758,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:O64647,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,ensemblplants:AT2G45680.1|intact:EBI-9838721|uniprotkb:O64647,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp9_arath(display_short)|psi-mi:Transcription factor TCP9(display_long)|uniprotkb:F17K2.21(orf name)|uniprotkb:At2g45680(locus name)|uniprotkb:TCP9(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16375662|imex:IM-25740-18754,intact-miscore:0.56
